service_level,safety_stock,store,item
0.95,38.45559799853032,3,46
0.975,45.449370728741144,3,46
0.99,53.04328716071325,3,46
0.8,10.904967700900954,3,47
0.85,13.561023222304925,3,47
0.9,16.930395613104082,3,47
0.95,21.852474240695784,3,47
0.975,25.754099326475682,3,47
0.99,29.89735809669145,3,47
0.8,18.088803406636828,3,48
0.85,22.503348510428964,3,48
0.9,28.042503884232758,3,48
0.95,35.87432692640084,3,48
0.975,43.03310102695281,3,48
0.99,49.93170383135174,3,48
0.8,13.545207127318974,3,49
0.85,16.89173125874143,3,49
0.9,21.14817503277723,3,49
0.95,27.107262793691405,3,49
0.975,32.144251101063986,3,49
0.99,37.574462150678755,3,49
0.8,20.57081314041261,3,50
0.85,25.311787490402992,3,50
0.9,31.630798705234668,3,50
0.95,40.75661575016409,3,50
0.975,48.45928545255913,3,50
0.99,56.44916689447268,3,50
0.8,10.827659558869072,4,1
0.85,13.380015787758822,4,1
0.9,16.736301596131,4,1
0.95,21.401784847473238,4,1
0.975,25.54293756185882,4,1
0.99,29.75796490668725,4,1
0.8,18.69557953324511,4,2
0.85,23.286473422352174,4,2
0.9,29.072459959455216,4,2
0.95,37.407905841909894,4,2
0.975,44.44913953027765,4,2
0.99,51.925647213308764,4,2
0.8,14.619782556920796,4,3
0.85,18.071593302516277,4,3
0.9,22.53307911518229,4,3
0.95,29.00729127924123,4,3
0.975,34.47458374927672,4,3
0.99,39.94445186768681,4,3
0.8,10.720970119410907,4,4
0.85,13.376260392782854,4,4
0.9,16.612272051849033,4,4
0.95,21.438327750716184,4,4
0.975,25.761938777461694,4,4
0.99,29.90220399199285,4,4
0.8,9.835647458625402,4,5
0.85,12.239078471501799,4,5
0.9,15.250211387803418,4,5
0.95,19.62442831812332,4,5
0.975,23.117844520171545,4,5
0.99,27.142718579965972,4,5
0.8,17.982695537226675,4,6
0.85,22.08005623061149,4,6
0.9,27.623548428275683,4,6
0.95,35.66055928670443,4,6
0.975,42.07069745451531,4,6
0.99,49.10348950841063,4,6
0.8,18.623431605535814,4,7
0.85,23.14921932039016,4,7
0.9,28.91156001323867,4,7
0.95,37.34384008563171,4,7
0.975,44.47945345128181,4,7
0.99,51.945221840100885,4,7
0.8,20.965916006259874,4,8
0.85,25.967238808304103,4,8
0.9,32.307168307704444,4,8
0.95,41.67524822396541,4,8
0.975,49.40597830443261,4,8
0.99,57.36849244829983,4,8
0.8,17.072669934500823,4,9
0.85,21.08538803853122,4,9
0.9,26.297041572132343,4,9
0.95,33.92869859423433,4,9
0.975,40.50352937855564,4,9
0.99,47.267470587001355,4,9
0.8,21.093231781201837,4,10
0.85,26.191972406136074,4,10
0.9,32.59275453724183,4,10
0.95,41.97809643837968,4,10
0.975,49.83338221963112,4,10
0.99,57.52961488225668,4,10
0.8,20.74282102548966,4,11
0.85,25.85927387495019,4,11
0.9,32.146665470158155,4,11
0.95,41.52896477053537,4,11
0.975,49.356509787737195,4,11
0.99,57.8658240395157,4,11
0.8,20.7527695142648,4,12
0.85,25.7829552131941,4,12
0.9,32.191318760534216,4,12
0.95,41.49371548602994,4,12
0.975,49.45144478844787,4,12
0.99,57.29478552013359,4,12
0.8,21.57707106223188,4,13
0.85,27.149963597514216,4,13
0.9,33.67955861300061,4,13
0.95,43.768584508598224,4,13
0.975,51.9908949247299,4,13
0.99,59.89169261100369,4,13
0.8,18.437397433320655,4,14
0.85,22.590298010516847,4,14
0.9,28.112616758338277,4,14
0.95,36.35700602381411,4,14
0.975,42.9543158490784,4,14
0.99,50.079708728399055,4,14
0.8,22.701718796809132,4,15
0.85,27.994769325110155,4,15
0.9,34.860717837872244,4,15
0.95,44.862771065771426,4,15
0.975,53.385715366635964,4,15
0.99,62.11065750563614,4,15
0.8,11.57717549629848,4,16
0.85,14.338677757568774,4,16
0.9,17.910094737345077,4,16
0.95,23.035169927724837,4,16
0.975,27.306966403558192,4,16
0.99,31.84627410988469,4,16
0.8,13.57726920268638,4,17
0.85,16.763825028931592,4,17
0.9,20.944661723198408,4,17
0.95,27.08472686177737,4,17
0.975,32.094724062292045,4,17
0.99,37.187671823619155,4,17
0.8,22.864572128851705,4,18
0.85,28.397810734478412,4,18
0.9,35.285255097979416,4,18
0.95,45.57456151828751,4,18
0.975,54.14855459793807,4,18
0.99,63.03003580762811,4,18
0.8,15.003748244946621,4,19
0.85,18.428661060476657,4,19
0.9,23.14266690011158,4,19
0.95,30.04425048807792,4,19
0.975,35.29738714287197,4,19
0.99,41.344666831219,4,19
0.8,16.19169129916878,4,20
0.85,20.00962477290085,4,20
0.9,24.862206478532414,4,20
0.95,32.2323144879436,4,20
0.975,38.02343061727777,4,20
0.99,44.14406110513704,4,20
0.8,15.275517670472311,4,21
0.85,19.00433367165556,4,21
0.9,23.551691591814745,4,21
0.95,30.453342908395598,4,21
0.975,35.94882320915593,4,21
0.99,42.2677653337127,4,21
0.8,21.360058282281102,4,22
0.85,26.581472150529294,4,22
0.9,33.18484226754492,4,22
0.95,42.705237970403346,4,22
0.975,50.56691132638059,4,22
0.99,58.667385468280486,4,22
0.8,12.50996744504613,4,23
0.85,15.58277599816455,4,23
0.9,19.367220712319295,4,23
0.95,25.015454091626538,4,23
0.975,29.89273210260359,4,23
0.99,34.6694627745334,4,23
0.8,19.891671645634005,4,24
0.85,24.85078719604155,4,24
0.9,30.846674342246047,4,24
0.95,39.94632111791259,4,24
0.975,47.54245238001283,4,24
0.99,54.98298841390459,4,24
0.8,21.702533985547234,4,25
0.85,26.881193280869297,4,25
0.9,33.41102464680466,4,25
0.95,43.24706965760936,4,25
0.975,50.94024691605864,4,25
0.99,59.42436456451571,4,25
0.8,15.843337358660449,4,26
0.85,19.613522287527076,4,26
0.9,24.432454565545697,4,26
0.95,31.617221081194316,4,26
0.975,37.45541695093692,4,26
0.99,43.55719596819972,4,26
0.8,10.69526705055307,4,27
0.85,13.205466437001206,4,27
0.9,16.454146515416085,4,27
0.95,21.280093938312262,4,27
0.975,25.05217837252178,4,27
0.99,29.309701223531988,4,27
0.8,23.640017181496546,4,28
0.85,29.55287134969535,4,28
0.9,36.70300856011761,4,28
0.95,47.217483840941895,4,28
0.975,56.64545321699427,4,28
0.99,65.45791477542275,4,28
0.8,21.026272595633145,4,29
0.85,26.18117326525845,4,29
0.9,32.63983359030232,4,29
0.95,42.32437453985182,4,29
0.975,50.00836872561831,4,29
0.99,58.294182152815495,4,29
0.8,15.037966026100037,4,30
0.85,18.646477022119313,4,30
0.9,23.314559499046197,4,30
0.95,29.99627038721229,4,30
0.975,35.408719591701015,4,30
0.99,41.13968130218586,4,30
0.8,17.958138192569436,4,31
0.85,22.483322880224932,4,31
0.9,27.95332579111391,4,31
0.95,36.128181306266356,4,31
0.975,43.195401012566776,4,31
0.99,49.87743282070187,4,31
0.8,16.083645409787323,4,32
0.85,19.87254041730165,4,32
0.9,24.693967191280137,4,32
0.95,32.168894413241844,4,32
0.975,37.95906641323279,4,32
0.99,44.349868423982684,4,32
0.8,20.208275876891207,4,33
0.85,24.897138309049694,4,33
0.9,31.066974261229234,4,33
0.95,39.88445825265137,4,33
0.975,47.30114033608527,4,33
0.99,55.29452399264392,4,33
0.8,12.375591097847888,4,34
0.85,15.431550024479208,4,34
0.9,19.070519839373276,4,34
0.95,24.602920879244408,4,34
0.975,29.224589481213826,4,34
0.99,34.291734427485494,4,34
0.8,19.421303944474005,4,35
0.85,24.072186559735883,4,35
0.9,29.946892626848353,4,35
0.95,38.71577960526753,4,35
0.975,46.017798345272695,4,35
0.99,53.57267663934903,4,35
0.8,22.3425177935315,4,36
0.85,27.605413399841666,4,36
0.9,34.3459372206583,4,36
0.95,44.18198522318295,4,36
0.975,52.50486994819522,4,36
0.99,61.11323720104821,4,36
0.8,12.576453263953056,4,37
0.85,15.5408864102846,4,37
0.9,19.29523074056712,4,37
0.95,25.099273794240077,4,37
0.975,29.693350818049936,4,37
0.99,34.65465275681231,4,37
0.8,21.112883523798814,4,38
0.85,26.116228878840047,4,38
0.9,32.49605783128766,4,38
0.95,42.22086389480023,4,38
0.975,49.811013966883934,4,38
0.99,58.23214896874367,4,38
0.8,15.874171016041942,4,39
0.85,19.494024228908074,4,39
0.9,24.642786876204752,4,39
0.95,31.625030460645007,4,39
0.975,37.47586093145071,4,39
0.99,44.017500551870114,4,39
0.8,12.959272886461179,4,40
0.85,16.00186465336057,4,40
0.9,19.923631951204186,4,40
0.95,25.90323518516729,4,40
0.975,30.62274006834997,4,40
0.99,35.896153613518464,4,40
0.8,10.866974709750735,4,41
0.85,13.483961306805497,4,41
0.9,16.82321973873883,4,41
0.95,21.548049241970062,4,41
0.975,25.57984396483181,4,41
0.99,29.765972845025942,4,41
0.8,14.22991551289519,4,42
0.85,17.531846106892516,4,42
0.9,21.720773625597616,4,42
0.95,28.199738301370047,4,42
0.975,33.361671216071926,4,42
0.99,38.571679135646804,4,42
0.8,17.38782488394554,4,43
0.85,21.647547152106654,4,43
0.9,27.041882408664208,4,43
0.95,34.94164590436276,4,43
0.975,41.28567920698373,4,43
0.99,47.870804911266305,4,43
0.8,12.6773535286097,4,44
0.85,15.662792107463815,4,44
0.9,19.55757547585614,4,44
0.95,25.247620760765784,4,44
0.975,30.14711421402896,4,44
0.99,35.182532287817054,4,44
0.8,22.122284144189393,4,45
0.85,27.431216673644485,4,45
0.9,34.17187859794967,4,45
0.95,44.095285599934186,4,45
0.975,52.61583902441191,4,45
0.99,61.01997386570474,4,45
0.8,18.51128422293965,4,46
0.85,23.094218310572728,4,46
0.9,28.960022214869014,4,46
0.95,37.33513581201174,4,46
0.975,44.39923852173331,4,46
0.99,51.92175635901464,4,46
0.8,10.642701917209052,4,47
0.85,13.301081477037656,4,47
0.9,16.55309666095303,4,47
0.95,21.31605168580927,4,47
0.975,25.36962151607935,4,47
0.99,29.615839104577333,4,47
0.8,16.94098801619083,4,48
0.85,21.161525736576607,4,48
0.9,26.270285853157134,4,48
0.95,34.03645588587858,4,48
0.975,40.445212792226755,4,48
0.99,46.96689940914331,4,48
0.8,12.47558394771167,4,49
0.85,15.590226115730474,4,49
0.9,19.406494455141456,4,49
0.95,24.948769628740962,4,49
0.975,29.8515454774936,4,49
0.99,34.639542870056005,4,49
0.8,19.713745867628973,4,50
0.85,24.355226125538934,4,50
0.9,30.318826451896484,4,50
0.95,39.14022854661596,4,50
0.975,46.40252997798865,4,50
0.99,53.88334006295901,4,50
0.8,9.186372775449442,5,1
0.85,11.373404547589772,5,1
0.9,14.139335477560834,5,1
0.95,18.321907911721496,5,1
0.975,21.764466832104375,5,1
0.99,25.37549489231472,5,1
0.8,14.980264820495393,5,2
0.85,18.681234533141662,5,2
0.9,23.247583913458413,5,2
0.95,30.009441408031137,5,2
0.975,35.50408405650364,5,2
0.99,41.151919206287346,5,2
0.8,11.742537504202033,5,3
0.85,14.577309473819696,5,3
0.9,18.221810968892868,5,3
0.95,23.38491778334611,5,3
0.975,27.93570609137595,5,3
0.99,32.66372003013831,5,3
0.8,9.125092649005467,5,4
0.85,11.34487978438247,5,4
0.9,14.074477899343279,5,4
0.95,18.362224908806198,5,4
0.975,21.649824551121114,5,4
0.99,25.27182741968788,5,4
0.8,8.348328377421026,5,5
0.85,10.393562132261152,5,5
0.9,12.912053376070304,5,5
0.95,16.721282447155914,5,5
0.975,19.789035984663315,5,5
0.99,23.2634746681084,5,5
0.8,15.995645523170083,5,6
0.85,19.89163631718685,5,6
0.9,24.688790512436867,5,6
0.95,32.03926236297917,5,6
0.975,37.91874574736437,5,6
0.99,44.26384934201889,5,6
0.8,15.160389354603524,5,7
0.85,18.55073817537044,5,7
0.9,23.16533348532181,5,7
0.95,30.093897678262294,5,7
0.975,35.53299103614711,5,7
0.99,41.488146345367795,5,7
0.8,18.464442708942613,5,8
0.85,22.627743203178568,5,8
0.9,28.211792166553153,5,8
0.95,36.66915855617884,5,8
0.975,43.26854945487389,5,8
0.99,50.03235097763667,5,8
0.8,14.221967639022665,5,9
0.85,17.758231790424787,5,9
0.9,22.12594058552284,5,9
0.95,28.457620237115037,5,9
0.975,33.71138488365935,5,9
0.99,39.808306751349306,5,9
0.8,16.678893116024597,5,10
0.85,20.727086805902445,5,10
0.9,25.816254749410575,5,10
0.95,33.15953324345048,5,10
0.975,39.52990438246377,5,10
0.99,46.05269674380082,5,10
0.8,17.2901295294169,5,11
0.85,21.28470416953394,5,11
0.9,26.530743388429414,5,11
0.95,34.37009175139866,5,11
0.975,41.081337379010336,5,11
0.99,47.98534998467147,5,11
0.8,16.804575120249183,5,12
0.85,20.675839926120887,5,12
0.9,25.965773060776712,5,12
0.95,33.47355706046909,5,12
0.975,39.55146515585591,5,12
0.99,45.87117798255713,5,12
0.8,18.919621730868755,5,13
0.85,23.567811680366674,5,13
0.9,29.328861618494557,5,13
0.95,38.094016581845324,5,13
0.975,45.15570313870148,5,13
0.99,52.37110576008649,5,13
0.8,15.800924664257025,5,14
0.85,19.54436663943659,5,14
0.9,24.312431473930985,5,14
0.95,31.584708794594007,5,14
0.975,37.31184874817984,5,14
0.99,43.63296016533536,5,14
0.8,19.56513202318621,5,15
0.85,24.214270883740767,5,15
0.9,30.154814826998688,5,15
0.95,38.79744369497325,5,15
0.975,46.009538621445245,5,15
0.99,53.98796792947678,5,15
0.8,9.654464655869816,5,16
0.85,12.007545425644281,5,16
0.9,14.815746609706736,5,16
0.95,19.19533015932663,5,16
0.975,22.689734433696714,5,16
0.99,26.354400004585784,5,16
0.8,11.639604379623307,5,17
0.85,14.407519025389632,5,17
0.9,17.953040518675465,5,17
0.95,23.168192224618878,5,17
0.975,27.297351152336518,5,17
0.99,31.89387640342474,5,17
0.8,18.765055768500247,5,18
0.85,23.35367252857418,5,18
0.9,29.06206582539079,5,18
0.95,37.40414669407107,5,18
0.975,44.612033921972966,5,18
0.99,51.83969618841974,5,18
0.8,12.528840571722014,5,19
0.85,15.523859206037855,5,19
0.9,19.369234154131505,5,19
0.95,25.048826824879256,5,19
0.975,29.808607742612196,5,19
0.99,34.71505557551896,5,19
0.8,13.413224735901622,5,20
0.85,16.54172925987558,5,20
0.9,20.66017228736382,5,20
0.95,26.73016456368194,5,20
0.975,31.522953650900973,5,20
0.99,36.66548396188671,5,20
0.8,12.73980902830263,5,21
0.85,15.625289172076975,5,21
0.9,19.51558799281281,5,21
0.95,25.209362286475397,5,21
0.975,29.96556411968504,5,21
0.99,34.97024224014626,5,21
0.8,18.251698875756972,5,22
0.85,22.579981995831474,5,22
0.9,28.199384745368206,5,22
0.95,36.23392640193805,5,22
0.975,42.99534323712339,5,22
0.99,49.598481537715486,5,22
0.8,10.664045934856887,5,23
0.85,13.229897177748825,5,23
0.9,16.55879747363798,5,23
0.95,21.331258323809493,5,23
0.975,25.44585239143609,5,23
0.99,29.560678081559757,5,23
0.8,16.503838657235406,5,24
0.85,20.418810597585548,5,24
0.9,25.54865546419711,5,24
0.95,33.030647165503865,5,24
0.975,38.749396386541775,5,24
0.99,44.914787414340026,5,24
0.8,18.39231874547619,5,25
0.85,22.822128602232794,5,25
0.9,28.453783544902876,5,25
0.95,36.56831189829268,5,25
0.975,43.534834916276225,5,25
0.99,50.64348200875628,5,25
0.8,13.870073077476093,5,26
0.85,17.322213801326598,5,26
0.9,21.555562757741143,5,26
0.95,27.849342654786625,5,26
0.975,33.06545611163955,5,26
0.99,38.254144930083015,5,26
0.8,9.03811596285449,5,27
0.85,11.163312643527718,5,27
0.9,13.930687431942204,5,27
0.95,18.095560124473735,5,27
0.975,21.43477335729675,5,27
0.99,24.88831081874919,5,27
0.8,18.533835701070643,5,28
0.85,23.219241249385675,5,28
0.9,28.890320445120267,5,28
0.95,37.15074708772039,5,28
0.975,44.10191154443305,5,28
0.99,51.17001343523947,5,28
0.8,16.785661337037823,5,29
0.85,20.880601178935137,5,29
0.9,26.050585923990127,5,29
0.95,33.517031049645595,5,29
0.975,39.717068621954866,5,29
0.99,46.04196105614153,5,29
0.8,12.697381723147572,5,30
0.85,15.736539296771525,5,30
0.9,19.622580911709434,5,30
0.95,25.345152582151854,5,30
0.975,30.027173110950855,5,30
0.99,34.83668497480457,5,30
0.8,15.245316157191269,5,31
0.85,18.935082007285075,5,31
0.9,23.594153506435134,5,31
0.95,30.366225368208006,5,31
0.975,36.16783502006297,5,31
0.99,42.332647222583205,5,31
0.8,13.036151877408628,5,32
0.85,16.122068420713134,5,32
0.9,20.11535324361236,5,32
0.95,26.061241054702435,5,32
0.975,30.874625662432408,5,32
0.99,36.06050149699445,5,32
0.8,17.154070329804142,5,33
0.85,21.368423493955788,5,33
0.9,26.59072854342628,5,33
0.95,34.24702233267675,5,33
0.975,40.47280104325648,5,33
0.99,47.799262672799955,5,33
0.8,9.83467827783393,5,34
0.85,12.254619580548834,5,34
0.9,15.293535339535978,5,34
0.95,19.73297489909119,5,34
0.975,23.379957951863574,5,34
0.99,27.334603257674715,5,34
0.8,16.368899992196702,5,35
0.85,20.23519943576042,5,35
0.9,25.280351384660378,5,35
0.95,32.49305257304968,5,35
0.975,38.541540943960456,5,35
0.99,44.959658770824376,5,35
0.8,18.269308103780986,5,36
0.85,22.59052577497505,5,36
0.9,28.1529113461861,5,36
0.95,36.180145042413756,5,36
0.975,43.14081958905683,5,36
0.99,50.3067956942935,5,36
0.8,10.659708405831424,5,37
0.85,13.16310540225291,5,37
0.9,16.394809380336852,5,37
0.95,21.263242457404573,5,37
0.975,25.129784638737505,5,37
0.99,29.342173009648093,5,37
0.8,18.197461379246988,5,38
0.85,22.418210585206396,5,38
0.9,27.94814934782704,5,38
0.95,36.16502755484851,5,38
0.975,42.63631336312119,5,38
0.99,49.725425260127736,5,38
0.8,13.431073034540589,5,39
0.85,16.674477609537007,5,39
0.9,20.67613244848397,5,39
0.95,26.77466385686691,5,39
0.975,31.77816885397641,5,39
0.99,37.05256739668732,5,39
0.8,10.420986622852496,5,40
0.85,12.961760443735187,5,40
0.9,16.165060504735663,5,40
0.95,20.867449736520967,5,40
0.975,24.88519915543108,5,40
0.99,28.755136617589073,5,40
0.8,9.425047584923803,5,41
0.85,11.67762012702525,5,41
0.9,14.55949859240907,5,41
0.95,18.848429981162724,5,41
0.975,22.249756885328594,5,41
0.99,26.10371116447375,5,41
0.8,11.791407428697852,5,42
0.85,14.72102953099568,5,42
0.9,18.21974828981635,5,42
0.95,23.792180171928294,5,42
0.975,28.200556905002372,5,42
0.99,32.666242484226984,5,42
0.8,14.20978230207217,5,43
0.85,17.669452664139357,5,43
0.9,21.857320758120835,5,43
0.95,28.265479874230238,5,43
0.975,33.65901989252532,5,43
0.99,38.620378440476685,5,43
0.8,10.994745153917307,5,44
0.85,13.714559098716393,5,44
0.9,17.138160144668205,5,44
0.95,22.153346969276583,5,44
0.975,26.20575399231896,5,44
0.99,30.722694271526734,5,44
0.8,18.236535422998486,5,45
0.85,22.249303395041807,5,45
0.9,27.79391057572286,5,45
0.95,35.85414874497707,5,45
0.975,42.616468296252606,5,45
0.99,49.78398889557678,5,45
0.8,15.643416407795769,5,46
0.85,19.44496507240325,5,46
0.9,24.21688358313179,5,46
0.95,31.09164905159355,5,46
0.975,37.28963697901446,5,46
0.99,43.199679308577856,5,46
0.8,9.316783564732816,5,47
0.85,11.519874830017898,5,47
0.9,14.413923671448103,5,47
0.95,18.528214929309257,5,47
0.975,22.156341107326455,5,47
0.99,25.64463955565708,5,47
0.8,14.56566586233214,5,48
0.85,17.943732853823633,5,48
0.9,22.311493609666513,5,48
0.95,28.9803449233508,5,48
0.975,34.29952038792169,5,48
0.99,39.582823899209984,5,48
0.8,10.768727467218156,5,49
0.85,13.349901280034658,5,49
0.9,16.606893916682054,5,49
0.95,21.457026073382053,5,49
0.975,25.470998749001495,5,49
0.99,29.641501685290592,5,49
0.8,16.607823965490866,5,50
0.85,20.51765815512465,5,50
0.9,25.56806944187872,5,50
0.95,33.04723492870227,5,50
0.975,38.86144944995607,5,50
0.99,45.28815558287971,5,50
0.8,9.036587337084441,6,1
0.85,11.152600446107456,6,1
0.9,13.938975946408448,6,1
0.95,17.8666154855661,6,1
0.975,21.31338621142602,6,1
0.99,24.790634113086156,6,1
0.8,15.073247973373896,6,2
0.85,18.540092793523115,6,2
0.9,23.25093605057424,6,2
0.95,30.029061604271135,6,2
0.975,35.56785961579652,6,2
0.99,41.62767815908069,6,2
0.8,12.038222994528809,6,3
0.85,15.055763964359102,6,3
0.9,18.702444703167146,6,3
0.95,24.109415606921516,6,3
0.975,28.74442806414453,6,3
0.99,33.3092365865235,6,3
0.8,9.402020214917869,6,4
0.85,11.614268515665472,6,4
0.9,14.440973798963824,6,4
0.95,18.61924274805925,6,4
0.975,22.021834323404832,6,4
0.99,25.68338280526322,6,4
0.8,8.380353408553987,6,5
0.85,10.35519423568077,6,5
0.9,12.96103482232158,6,5
0.95,16.628160618312407,6,5
0.975,19.862749385742873,6,5
0.99,23.13697884348136,6,5
0.8,15.304897417546556,6,6
0.85,18.712783385709145,6,6
0.9,23.3965119728623,6,6
0.95,30.321472611212016,6,6
0.975,35.86023522046952,6,6
0.99,41.992270296334084,6,6
0.8,15.245570599646555,6,7
0.85,18.994510953628435,6,7
0.9,23.671626661618518,6,7
0.95,30.472784449702488,6,7
0.975,36.16834110239148,6,7
0.99,42.09456608332664,6,7
0.8,18.182329826947637,6,8
0.85,22.398317819776764,6,8
0.9,28.068866225543616,6,8
0.95,36.14847291810389,6,8
0.975,43.067439523093526,6,8
0.99,50.42088836600561,6,8
0.8,14.580941352511928,6,9
0.85,18.11492380044436,6,9
0.9,22.63459224698576,6,9
0.95,29.237893387820094,6,9
0.975,34.75910351798669,6,9
0.99,40.28275750233567,6,9
0.8,16.882671800021,6,10
0.85,20.90311545124598,6,10
0.9,26.093564586763875,6,10
0.95,33.63200423597294,6,10
0.975,39.704363828766134,6,10
0.99,46.268373886349195,6,10
0.8,16.813777156578965,6,11
0.85,20.661956248858758,6,11
0.9,25.76353026069495,6,11
0.95,33.2226127690206,6,11
0.975,39.53392314755769,6,11
0.99,46.08189308034167,6,11
0.8,17.493072251818035,6,12
0.85,21.700141680566446,6,12
0.9,26.980810415504152,6,12
0.95,34.7768618067127,6,12
0.975,41.4799449302987,6,12
0.99,47.905560335826465,6,12
0.8,18.49897735167218,6,13
0.85,23.19613507458547,6,13
0.9,28.816463144895465,6,13
0.95,37.06262531533315,6,13
0.975,44.06976795634472,6,13
0.99,51.59163199838997,6,13
0.8,14.998942230308955,6,14
0.85,18.765381496727343,6,14
0.9,23.34169091922655,6,14
0.95,30.225449120164114,6,14
0.975,35.94300946859056,6,14
0.99,41.876141764093006,6,14
0.8,19.96715609580434,6,15
0.85,24.83411043193871,6,15
0.9,30.92501055166133,6,15
0.95,40.11228140908872,6,15
0.975,47.77603731143313,6,15
0.99,55.59936374910296,6,15
0.8,9.689121790226679,6,16
0.85,12.029688580087779,6,16
0.9,14.935724571670917,6,16
0.95,19.290259663942535,6,16
0.975,22.740583566314015,6,16
0.99,26.52493697656267,6,16
0.8,11.492733742357728,6,17
0.85,14.10050152928929,6,17
0.9,17.66134420480131,6,17
0.95,22.686846603541113,6,17
0.975,26.983742248648355,6,17
0.99,31.613126412899504,6,17
0.8,19.600922110929616,6,18
0.85,24.08252761254363,6,18
0.9,30.05137621795251,6,18
0.95,38.963503896518375,6,18
0.975,45.948637762000374,6,18
0.99,53.620388609227234,6,18
0.8,12.381085502990999,6,19
0.85,15.289316615021448,6,19
0.9,19.105399268344144,6,19
0.95,24.58043056824829,6,19
0.975,29.163477972878553,6,19
0.99,33.97229906341667,6,19
0.8,13.425819115103025,6,20
0.85,16.82737172734113,6,20
0.9,20.836458953566535,6,20
0.95,26.969935629267184,6,20
0.975,32.01318655270748,6,20
0.99,37.52408896364949,6,20
0.8,12.589742880660197,6,21
0.85,15.5711163017084,6,21
0.9,19.367191519283324,6,21
0.95,25.04095035794751,6,21
0.975,29.670308036438,6,21
0.99,34.4379803813076,6,21
0.8,17.6113217844603,6,22
0.85,21.93777260197936,6,22
0.9,27.401935723380916,6,22
0.95,35.03981960171791,6,22
0.975,41.960787377407826,6,22
0.99,48.6577735145334,6,22
0.8,10.485369403228532,6,23
0.85,13.068250586130432,6,23
0.9,16.350316502103254,6,23
0.95,21.079856871219675,6,23
0.975,25.087448174036922,6,23
0.99,29.151416310535865,6,23
0.8,16.300021370952663,6,24
0.85,20.40361066515794,6,24
0.9,25.286630942821432,6,24
0.95,32.59558324138868,6,24
0.975,38.65916310065512,6,24
0.99,44.94780825397561,6,24
0.8,17.901008027914543,6,25
0.85,22.36599715821734,6,25
0.9,27.753482959235612,6,25
0.95,35.839696684379476,6,25
0.975,42.578993917060075,6,25
0.99,49.8060043588917,6,25
0.8,13.670882842155152,6,26
0.85,16.99035855731188,6,26
0.9,21.159687305105706,6,26
0.95,27.28423049606704,6,26
0.975,32.44553956514545,6,26
0.99,37.599571353419435,6,26
0.8,9.371684352743742,6,27
0.85,11.565871682383062,6,27
0.9,14.514854959609607,6,27
0.95,18.587940726360884,6,27
0.975,22.14077453251943,6,27
0.99,25.79126655664483,6,27
0.8,19.300344148285262,6,28
0.85,24.010589653066177,6,28
0.9,29.75604403701459,6,28
0.95,38.46362727726097,6,28
0.975,45.58735678509464,6,28
0.99,53.466570242807165,6,28
0.8,16.790742441853638,6,29
0.85,21.048018054163663,6,29
0.9,26.081667464357906,6,29
0.95,33.6449261245499,6,29
0.975,40.196165829992935,6,29
0.99,46.725020815080484,6,29
0.8,12.489811306002423,6,30
0.85,15.597233016076103,6,30
0.9,19.450094210797857,6,30
0.95,25.100421015320705,6,30
0.975,29.92224067584189,6,30
0.99,34.494295405289535,6,30
0.8,15.609229602446305,6,31
0.85,19.3600903641464,6,31
0.9,24.020139347138297,6,31
0.95,31.09392112508192,6,31
0.975,36.954780971325874,6,31
0.99,42.756023634344615,6,31
0.8,13.516189739372749,6,32
0.85,16.773250485906004,6,32
0.9,20.915482157057028,6,32
0.95,26.855048040643254,6,32
0.975,31.808515485435095,6,32
0.99,37.39791481049366,6,32
0.8,16.61351918758487,6,33
0.85,20.75534450946583,6,33
0.9,25.800909832676496,6,33
0.95,33.35048818765159,6,33
0.975,39.91209278886038,6,33
0.99,46.15705797933259,6,33
0.8,9.751301986922982,6,34
0.85,12.154919377501145,6,34
0.9,15.137545886788956,6,34
0.95,19.431107267258625,6,34
0.975,23.269334938920423,6,34
0.99,27.039309572887277,6,34
0.8,17.01797788847398,6,35
0.85,21.06930568386798,6,35
0.9,26.295254385470002,6,35
0.95,33.987504525294185,6,35
0.975,40.22725713539535,6,35
0.99,46.78038225535994,6,35
0.8,18.63089298989297,6,36
0.85,23.05085185696811,6,36
0.9,28.67181647107668,6,36
0.95,37.10165430279642,6,36
0.975,44.13272148229174,6,36
0.99,51.22710032786665,6,36
0.8,10.467114424716698,6,37
0.85,12.92879857393018,6,37
0.9,16.10220760531277,6,37
0.95,20.855312412119616,6,37
0.975,24.61435165897649,6,37
0.99,28.478194872896466,6,37
0.8,18.026131837266746,6,38
0.85,22.19626099405889,6,38
0.9,27.594340933094713,6,38
0.95,35.7425107684158,6,38
0.975,42.22472358033616,6,38
0.99,48.54877540079855,6,38
0.8,13.328854977992336,6,39
0.85,16.297677899464503,6,39
0.9,20.37374823324018,6,39
0.95,26.42958401896655,6,39
0.975,31.183813636266763,6,39
0.99,36.191184610001756,6,39
0.8,10.893104727075553,6,40
0.85,13.493027330868813,6,40
0.9,16.790060607480513,6,40
0.95,21.717830212527957,6,40
0.975,25.75496468494177,6,40
0.99,29.995847357320883,6,40
0.8,9.145539227257373,6,41
0.85,11.458553542795883,6,41
0.9,14.308811640257545,6,41
0.95,18.537678615572133,6,41
0.975,21.775045183721616,6,41
0.99,25.425084897495637,6,41
0.8,11.830312615983104,6,42
